code (Eng);subcode (Eng);code (fr);sous-code (fr);code #;subcode #;subsubcode #;short;court;ref#;jpg;video;date;comment;English;français;core;Toro Tegu (Toupere, JH);Ben Tey (Beni, JH);Bankan-Tey (Walo, JH);Nanga (Anda, JH);Donno So;Jamsay (alphabet);Jamsay (Douentza area, JH);Perge Tegu (Pergué, JH);Gourou (Kiri, JH);Jamsay (Mondoro, JH);Togo-Kan (Koporo-pen, JH with BT);Yorno So (Yendouma, JH);Tomo Kan (Segue);Tomo Kan (Diangassagou);Tommo-So (JH);Tommo-So (Tongo Tongo, LM);Dogul Dom (Kundialang, JH);Dogul Dom (Bendiely & Kundialang, BC);Tebul Ure (JH);Yanda Dom (Yanda, JH);Najamba (Kubewel-Adia, JH);Tiranige;Mombo (Songho, KP);Ampari (Nando, KP);Bunoge (Boudou);Penange (Pinia);@;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
smell;odor;olfaction;odeur;123;1;11;odor, smell, foul;odeur, fétide;06212;;;old;;having the foul smell of urine or dirty clothing (adverb);ayant l'odeur fétide d'urine ou d'habits sales (adverbe);2;pa?ka?;a?sa?sa?;du?gu?du?gu?;k??y???y???y???;;;;ku?sa?sa?sa?sa?;;;d??r???n??n??;k??m??m??m??;;;;;;;;k??m??m??m??;ku?ja?ja?ja?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
smell;odor;olfaction;odeur;123;1;12;odor, smell, foul;odeur, fétide;06213;;;old;;foul-smelling (fetid secretions of wild cat, zorilla, aquatic tortoise);fétide (odeur des secrétions du chat sauvage, de la zorille, de la tortue aquatique, etc.);2;;;;;;pigu;pi?:gu?;;;;;pi?pi?pi?-bu?g??;;;;;;;;;pi?bu?m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
smell;odor;olfaction;odeur;123;1;13;odor, smell, foul;odeur, fétide;06214;;;old;;having the foul smell of animal secretions (wild cat, zorilla, aquatic tortoise) (adverb);ayant l'odeur fétide des secrétions d'animaux (chat sauvage, zorille, tortue aquatique, etc.) (adverbe);2;pa?ka?;;;pi?w;;;;pi?w?;;;t???-t???-t???;xxx;;;;;;;;ku?za?za?za?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
smell;odor;olfaction;odeur;123;1;14;odor, smell, acrid;odeur, âcre;06215;;;old;;having an acrid smell (adverb);ayant l'odeur âcre (adverbe);2;;po?ro?lo?lo?;;a?ma?ma?ma?;;;;po?ro?lo?lo?lo?;;;;;;;;;;;;go?lo?lo?lo?;a?ma?ma?ma?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
smell;odor;olfaction;odeur;123;1;15;odor, smell, rotten;odeur, pourri;06216;;;old;;having a rotten smell (intensifier);ayant l'odeur pourrie (intensif);2;du?s? (< Songhay), pi???, b????;go?mo?mo?;ka?ti?ka?ti?;go?mo?mo?mo?;;;;go?mo?mo?mo?mo?;;;ba???;ga???;;;;;;;;g??m??m??m??;go?ma?ma?ma?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
smell;odor;olfaction;odeur;123;1;16;odor, smell, fart;odeur, pet;06217;;;old;;having the smell of farts (adverb);ayant l'odeur de pets (adverbe);2;;;;po?ro?ndo?ndo?;;;;;;;t???-t???-t???;ga???;;;;;;;;a?ma?ma?ma?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
smell;odor;olfaction;odeur;123;1;17;odor, smell, fish;odeur, poisson;06218;;;old;;having the smell of fresh fish (adverb);ayant l'odeur de poisson frais (adverbe);2;;sa?y?-ki?ti?-ki?ti?;;;;;;s??y?-ki?ti?ki?ti?;;;;;;;;;;;;sa?ma?ma?ma?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
smell;odor;olfaction;odeur;123;1;18;odor, smell;odeur;06219;;;old;;smell of fresh fish (noun);odeur de poisson frais (substantif);2;;;;;;;;;;;;;;;;;;;;;sa?m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
smell;odor;olfaction;odeur;123;1;19;odor, smell;odeur;06220;;;old;;smell of raw meat, fresh fish, etc. (noun);odeur de viande crue ou de poisson frais, etc. (substantif);2;;sa?y?;sa?y?;sa?y?;;s?y?;s??y?;s??y?;;;;;;;;;;;;sa?ma?mu?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
smell;odor;olfaction;odeur;123;1;20;odor, smell;odeur;06221;;;old;;having the smell of raw meat or fresh fish (adverb);odeur de poisson frais ou de viande crue (adverbe);2;;;;?a??a??a?;;citiciti,citucitu;ci?ti?-ci?ti?, ci?tu?-ci?tu?;;;;s???u?gi?:;sa?ma?ma?ma?;;;;;;;;;pi??a??a??a?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
smell;odor;olfaction;odeur;123;1;21;odor, smell;odeur;06222;;;old;;having the smell of raw meat, fish, blood, dairy, or worm-eaten millet (adverb);ayant l'odeur de poisson frais, de viande crue, de sang, de lait ou d'œufs, ou de mil pourri (adverbe);2;;;sa?y?-sa?y?;;;;;;;;;si?-sa?:m ???;;;;;;;;;sa?y?-sa?y?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
smell;sniff;olfaction;flairer;123;2;1;sniff;flairer;06223;;;old;;sniff, smell an odor;flairer, sentir une odeur;1;l??g?? so?\\so?;ji?: ji?:?;gi?y??? ti?ni?;gi?:? gi?:y?i?;ji???-??:\\ji???-i?-y;ji?usama;ji??u? sa?ma?;ji??gu? sa?ma?;;ji?.nu? a?ga?;ji??i? sa?ma?;ji??u? ji??-??:;;;;ji???u? sa?mba?;;ji??u? ji??e?;;gi??u? si?nzi?yo?\\si?nzi?ye?-li?;gi?mbo? gi??\\gi??e?;ku?ja?ji?-yo?;;;[X ?i??u?] ?i??u?-re?;[X gi?:?] gi?:-nde?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
smell;sniff;olfaction;flairer;123;2;2;sniff;flairer;06224;;;old;;sniff, smell (an odor);flairer, sentir (une odeur);1;su??su?\\su??s??;ji?:?;ti?ni?;gi?:y?i?;;sama,ji?e;sa?ma?, ji??e? xxx[sense];sa?ma?, ji??ge? xxx[sense];gi?se?;a?ga?;sa?ma?;ji??-??:-\\ji??-i?:;;;;sa?mba?;;ji??e?;;si?nzi?yo?\\si?nzi?ye?-li?;gi??\\gi??e?;ku?ja?ji?-yo?;su?nje?;;?i??u?-re?;gi?:-nde?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
smell;sniff;olfaction;flairer;123;2;3;sniff;flairer;06225;;;old;;sniff (sth) noisily;flairer (qch) bruyamment;1;;su?njo?;su?zo?;si??e?;;su?o;su??o?;si??ge?, su?njo?;;;;su?:?-su?:? ka?r?a?;;;;si?nje?;;;;;si??gi?-y\\si??gi?-ye?, gi??\\gi??e?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
smell;sniff;olfaction;flairer;123;2;4;smell;odeur;06226;;;old;;smell (sth, without sniffing);sentir l'odeur de (qch, sans le flairir);1;??gu?\\??ga?;ji?:?;;;;aga;a??a?;sa?ma?;;;;??g??-\\??g??;;;;ji???u? ??g??;;;;n??\\nwa?-li?;;;su?nje?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
smell;fragrance;olfaction;parfum;123;3;1;fragrant;parfum;06227;;;old;;fragrant odor, good smell;bonne odeur, odeur parfumée;2;l??g?? li?si?;gi?:? ??ri?-m;gi?y??? ??ru?-m;gi?:? ??ri?;;ji?ueru;ji??u? e?ru?;ji?? e?ru?;;;ji??i? s???;ji??u? ??ju?;;;;ji???u? ??l??lu?;;;;gi??u? ??l ~ ??l;gi?mbo? ??l-?go?\\??li?-ye?;;ge?ni? p??:l??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
smell;fragrance;olfaction;parfum;123;3;2;perfume, cologne;parfum, eau de cologne;06228;;;old;;liquid perfume, cologne;parfum liquide, eau de cologne;1;la?ti?ko?lo?;la?si?k??r??;la?ti?k??l??;la?si?-k??r??;;latik?r?,latuk?r?;la?ti?k??r??, la?tu?k??r??;;;;la?ju?k??r??, la?ju?k??r?? pa?ru?;la?ju?k??r??;;;;na?du? k??l??;;;;la?si?k??r??;la?ti?k??r??;;la?sk??l??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
smell;fragrance;olfaction;parfum;123;3;3;perfume, cologne;parfum, eau de cologne;06229;;;old;;spray-on perfume;parfum vaporisé;3;la?ti?ko?lo? p??mpu?-ba?sa?;pa?rpæ??;la?ti?k??l?? pi?si?-pi?si?-m;pa?rpæ??;;parpa?;pa?rpæ??;;;;la?ju?k??r?? pi?ji?;la?ju?k??r??;;;;na?du? k??l?? r??mi?n??;;;;pa?rp??:?;la?ti?k??r??, la?ti?k??r?? pi?jo?-mb-a?:;;la?sk??l?? pi?ja?mbya?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
smell;fragrance;olfaction;parfum;123;3;4;perfume;parfumer;06230;;;old;;perfume (sth), make fragrant (e.g. house);parfumer, rendre parfumé (maison etc.);2;u?ra? ka?r?u?\\ka?r?a?;gi?y?i?-w?u?;u?ra? ka??;gi?:y?e?-mi?;;ji?iw??;ji??i?-w???;;;;u?gu?ru?\\u?go?ro?;u?gu?-ro?;;;;na?du? k??l?? yi?i?le?, u?gu?ru? ku?ndo?, u?su?la?m ku?ndo?;;;;;gi??o?-m\\gi??o?-me?;;u?gu?re?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
smell;incense;olfaction;encens;123;4;1;incense;encens;06231;;;old;;incense (general word);encens (mot général);1;u?rdi?;u?gu?ru?;u?rdi?;u?gi?ri?;u?su?la??;uguru;u?gu?-ru?;u?gu?-ru?;;;u?su?la??;u?gu?-ru?;;;;ti?m?? i?y??, u?gu?ru?, u?su?la?m, u?rdi?;;;;u?:du?;u?gu?-r-u?-?go?\\u?gu?-r-i?:;u?si?la?;u?su?la?:?;;;u?gu?ru? (y-);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
smell;incense;olfaction;encens;123;4;2;burn incense;brûler encens;06232;;;old;;burn (incense);brûler (encens);1;u?ra? ka?r?u?\\ka?r?a?;u?gu?ro?;u?rdi? ga??;u?gu?ro?;u?do?\\u?d-e?;uguro;u?gu?-ro?, u?gu?-ro?;u?gu?-ro?;;;u?gu?ru? ku?n?;u?gu?-ru? ku?n??;;;;u?go?;;;;u?:du? ku?n-do?;u?gi?-r\\u?gi?-re?, u?gu?-r\\u?gu?-re?;u?go?;u?gu?re?;;?u?ge?;u?gu?re? (y-);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
smell;incense;olfaction;encens;123;4;3;burn incense;brûler encens;06233;;;old;;put a sheet over oneself and some burning incense or herbs (medical treatment);se couvrir sous un drap avec de l'encens ou des feuilles d'arbre brûlantes (soin médical);1;;u?gu?ro?;xxx;u?gi?ye?;;loyugo;lo?y u?go?;u?rdo?;;;sa?? u?gu?ru?;u?g-??:-\\u?g-i?:;;;;;;;;u?ji?ye?\\u?ji?ye?-li? ~ u?jje?\\u?jje?-li?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
smell;incense;olfaction;encens;123;4;4;incense, bdellium;encens, bdellium;06234;yes;;old;;incense (bdellium, resin of tree Commiphora africana, medicinal for colds, also used as a fixative for trimming-ax blades in their handles);encens (bdellium, résine de l'arbre Commiphora africana, remède pour le rhume, utilisé aussi comme col pour les lames des haches à coiffer dans leurs manches);1;b??su?w?a?-mo?lu?, b??su?w?a? mo?lu?;k??t??-mu?r?u?;a?lba?rka?:re?, a?rba??ka?nte?;ko?ndi?gi?r?e-m??r?i?, u?gi?ri?, a?rba?rka?:jo?, k??r??-m??r?i?;;b???r??mun;b?????r???-mu?n;k??t??mu?r?u?;;;a?lba?rka?nte?;bu????r???-[m??-y??];;;;ga?du?ba? i?y??;;ba?ra?ka?j??;;a?ntu?mu?lu?-bi?:? ya??;a?rba?ka?nde?;a?rba?ra?-ka?:je? ~ a?rba?ra?-ka?:ji?;;;?a?lba?rka?:ji?;a?lba?rka?:j??, mi?la?m-se? (pl se?:-ge?);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
smell;incense;olfaction;encens;123;4;5;incense;encens;06235;;;old;;black incense made from gum arabic mixed with aromatic substances such as cloves;encens noir à base de gomme arabique mélangée avec des substances odorantes comme des clous de girofle;1;;u?ru?du?;u?rdi?;u?ru?di?;;urdu;u?rdu?;u?rdu?;;;;u?gu?-ru?;;;;u?gu?ru?;;;;;u?rdi?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
smell;incense;olfaction;encens;123;4;6;incense;encens;06236;;;old;;incense (from rootstock of sedge Cyperus maculatus, for perfume);encens (de la racine du souchet Cyperus maculatus, pour le parfum);1;ma?:mu?:;gu?y?-[na?:-du?m];[gu?y???y? a?r?a?] na?:du?m;[gu?y???-a?r?a?] u?gi?ri?, [gu?y???-a?r?a?]-u?gi?ri?;;as?r?i;a?s??r?i?:;gu?m a?r?a?;;;;;;;;u?rdi?;;;;ma?ya?m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
smell;incense;olfaction;encens;123;4;7;incense;encens;06237;;;old;;incense (gum of caïlcédrat tree, medicinal for fever and cardiovascular crises);encens (gomme du caïlcédrat, médicament pour la fièvres et les crises);1;;pe?lu?-mu?r?u?;p??r??y de?li?;p??r??-m??r?i?;;p?rumun;p??ru?-mu?n;p??ru?-mu?r?u?;;;;p??l-[m??-y??];;;;p??lu? i?y??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
smell;incense;olfaction;encens;123;4;8;incense;encens;06238;;;old;;incense (gum of tree Detarium microcarpum, also dissolved in water to strengthen garments);encens (gomme de l'arbre Detarium microcarpum, aussi dissout dans de l'eau pour durcir les vêtements);2;;da?kk??;da?kk??;ba?:nda?-m??r?i?;;;;po?:lu?-mu?r?u?;;;;;;;;po?ndu? i?y??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
smell;incense;olfaction;encens;123;4;9;incense;encens;06239;;;old;;modern commercial incense (bought in stores, burned in houses for fragrance);encens moderne (acheté dans les boutiques, brûlé dans les maison pour l'odeur);1;wu?su?la?;u?su?la?m;wu?su?la??;u?su?la?:;;usulam;u?su?la?m;u?su?la?;;;u?su?la??;u?su?la?m;;;;u?su?la?m;;;;u?su?la?m;wu?su?la?:?;;u?su?la?:?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
smell;incense;olfaction;encens;123;4;10;incense;encens;06240;;;old;;incense (resin of tree Daniellia oliveri);encens (résine de l'arbre Daniellia oliveri);2;;;xxx;k??:s??-m??r?i?;;;xxx;xxx;;;;k??j??-[m??-y??];;;;k??d?? i?y??;;;;c??za?-ya??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
smell;rot;olfaction;pourrir;123;5;1;rotten;pourri;06241;;;old;;rotten (adjective);pourri (adjectif);1;??r??;??mbu?;g??mu?;??mbi?;??mmu?;?y;??y;??mbu?;;??y;??mu?;??mu?;;;;??mma?a?-d??, ???m;??mm??-??;;g??m??:\\g??m-g??\\g??m-b??;g??m;g??m??:\\g??m??:;g??m??-sa?;??mb??;;g??m??;g??m??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
smell;rot;olfaction;pourrir;123;5;2;rot;pourrir;06242;;;old;;(sth) rot, be or become rotten, spoil;(qch) pourrir, ê. pourri;1;??ru?\\??r??;??mbi?;g??m??;??mbi?;??mm??\\??mm-??;?y?;??y??;??mb??;??y??;??y??;??m??;??m??;;;;??mm??, ????i?-y??;;;g??m-i?: (g??m-i?:-ya?-);go?m??\\go?ma?-li?;g??m??;;??mb??;;g??m??;g??m??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
smell;rot;olfaction;pourrir;123;5;3;rot;pourrir;06243;;;old;;cause (sth) to rot;faire pourrir (qch);2;??ru?-ku?\\??ru?-k??;??mbu?-wu?;g??m??-mi?;??mb??-mi?;;?y?w?;??y??-w??;??m-w??;;;??m??-m?;??m??-m??;;;;??mm??-m??, ????u?-nd??;;;;go?m??-m??\\go?m??-ma?-li?;go?ma?-m\\go?ma?-me?;;??mb??mi? // ??mba?ge?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
smell;rot;olfaction;pourrir;123;5;4;rotten;pourri;06244;;;old;;very rotten (intensifier);très pourri (intensif);2;du?s-du?s;du?y-du?y;ka?ti?-ka?ti?, du?gu?-du?gu?;ka?t-ka?t;??m??m??mm??;duyduy;du?y-du?y;l??ru?;;;l??:ru??-l??:ru??;y??m;;;;du?gu?-du?gu?-du?gu?;;;;g??m??m??m??, go?mo?mo?mo?;du?ga?-du?ga?;;ka?ri?-ka?ri?;;du?ga?-du?ga?;du?ga?-du?ga?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
smell;rot;olfaction;pourrir;123;5;5;rotten;pourri;06245;;;old;;somewhat rotten (with bad smell) (adjective);un peu pourri (à mauvaise odeur) (adjectif);2;;;;g??mi?;;;;ku?m;;;;xxx;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
smell;rot;olfaction;pourrir;123;5;6;rotten;pourri;06246;;;old;;become somewhat rotten (with bad smell);devenir un peu pourri (à mauvaise odeur);2;;;;g??m??-ndi?ye?;;;;ku?mbo?;;;;gu?:m-??:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
smell;rot;olfaction;pourrir;123;5;7;rot;pourrir;06247;;;old;;rotting, fermenting (wet earth);(banco mouillé) en train de fermenter, de pourrir;1;;;p??y??-mi?;p??:ndi?-y??;;p?num;p??:nu?m;p??:li?-y??;;;p??:nu?;p??:ru?;;;;u?nju?m p??i?-y??-gu? s?? g?;;;;p??y;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
smell;rot;olfaction;pourrir;123;5;8;rot;pourrir;06248;yes (02792);;old;;(wet earth) ferment, be rotting (due to decaying organic matter);(banco mouillé) fermenter, pourrir (dû à la matière organique);1;;p??:-lu?;p??y??;p??:ndi?-yi?;p??-??:-\\p??-i?-y?;p?n?;p??:n??;p??:li?-y??;;;p??:?;p??y-??:;;;;p??i?-y??;;;;p??:y??\\p??:ya?-li?;pi?:-y??;;so?me?le?-so?me?le? ka?ni?;;g??m??;g??m??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
smell;rot;olfaction;pourrir;123;5;9;rot;pourrir;06249;yes (02792);;old;;(sb) let (wet earth) ferment (with decaying organic matter);(qn) faire fermenter (banco mouillé, avec de la matière organique);1;;;;;;;;p??:l??;;;p??:n?;p??:-r??;;;;p????;;;;p??:\\pwa?:-li?;p??:\\p??:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
smell;rot;olfaction;pourrir;123;5;10;decay (wood);pourri (bois);06250;;;old;;decayed wood;bois pourri;2;be?re? ??r??;ja?m-na?w?a?:;xxx;;;;xxx;;;;ba?:ga? k??;ba?ga? ??mu?;;;;;;;;te?: g??m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
smell;rot;olfaction;pourrir;123;5;11;decay (wood);pourri (bois);06251;;;old;;(wood) be decayed;(bois) pourrir, se détériorer;1;;k??y??;xxx;k??y??;;k?y?;k??y??;;;;k??:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
smell;rot;olfaction;pourrir;123;5;12;worm-eaten, deteriorate, bore;forer, détériorer;06252;;;old;;(wood) be worm-eaten, deteriorate due to boring insects;(bois) se détériorer à cause d'insectes foreurs;1;??ru?\\??r??;k??y??;k??y??;k??y??;;k?y?;k??y??;k??y??;;;k??:;k??:-\\k??:;;;;k????;;;k??a? (k??a?-(y)?a?-);k??:\\kwa?:-li?;bu?g??;;;;k??:y??;kw??:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
smell;rancid;olfaction;rance;123;6;1;rancid;pourri;06253;;;old;;rancid (meat);(viande) rance, légèrement pourrie;1;;p??:yu?;a?msi?-w;a?mi?r?i?;;pigu;pi?:gu?;;;;p??w?-p??w?;gu?:m;;;;a?ma?m;;so?me?le?-so?me?le?;;p?;pi?bi?:\\pi?bu?-?go?, pi?bu?-m?;;so?me?le? so?me?le? ka?ni?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
smell;rancid;olfaction;rance;123;6;2;rancid;pourri;06254;;;old;;(meat) be rancid;(viande) ê. rance, légèrement pourri;1;u?so? ku?lu?\\ku?lo?;p??:yu?;a?msi?;a?mi?r?i?;;;;ku?mbo?;;;p??w?-p??w? k??:;gu?:m-??:;;;;a?ma?-ndi?-y??;;;;;pi?bi?-y\\pi?bi?-ye?;;so?me?le?-so?me?le? ka?ni?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
smell;rancid;olfaction;rance;123;6;3;rancid;pourri;06255;;;old;;rancidness (of meat);fait d'ê. rance, légèrement pourri (viande);1;;;;;;pigu;pi?:gu?;;;;;gu?:mi?-y??;;;;a?ma?m;;;;;;;so?me?le? so?me?le?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
smell;rancid;olfaction;rance;123;6;4;foul;rance;06256;;;old;;foul or sour smell (beer, perfume, woman after childbirth);(odeur) rance ou aigre (bière, parfum, femme qui vient d'accoucher);2;;;;;;;pi?:gu?;;;;;a?:m;;;;sa??a?m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
smell;nausea;olfaction;nausée;123;7;1;nauseating;nausée;06257;;;old;;nauseating, causing nausea (meat, substance, etc.);(viande, substance, etc.) qui provoque la nausée;3;;;xxx;;;;xxx;xxx;;;;xxx;;;;gu?l?? t????-nd??-d??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
smell;nausea;olfaction;nausée;123;7;2;nauseating;nausée;06258;;;old;;nauseating (intensifier);qui provoque la nausée (intensif);2;pa?ka?-pa?ka?, pa?ka?;ci?ti?-ci?tu?;ki?tu?-ki?tu?;;;citucitu;ci?tu?-ci?tu?;gu?m-gu?m;;;;xxx;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
taste;taste;goût;goût;124;1;1;taste;goûter;06259;;;old;;taste (a food, etc.);goûter, goûter à (un aliment, etc.);1;??lu?\\??la?;n??w???;n??m??;n??m??;na?:nda?\\na?:nd-i?;n?w??;n??w???;n??w???;n??w???;n??w???;ta?:, ta?: g??r-i?:;n??w???-//n??w???;;;;n??m??;na?:nde?;na?a?nd??;la?y (la?y-ti?-, la?y-li?-);ne?m??\\ne?ma?-li?;;n??l??;na?:nde?;;da?:nde?;na?:nde?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
taste;taste;goût;goût;124;1;2;taste;goût;06260;;;old;;taste (noun);goût;1;li?si?;da?ka?m;??ru?m, da?ka?m;??ri?, da?ka?m;;dakam;da?ka?m;e?ru?, da?ka?m;e?ru?;;;da?ga?m;;;;da?ga?m;;??ll??;;da?du?;da?ka?m;;??l??lla? // ??la?li?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
taste;taste;goût;goût;124;1;3;taste;goûter;06261;;;old;;taste (sth, by licking);goûter (qch, en léchant);1;;;;;;;;;;;;d??g??-\\d??g??;;;;d??g?? y??-nd??;;d??g??;;;n??g??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
taste;taste;goût;goût;124;1;4;taste;goûter;06262;;;old;;taste, sample a small piece of (e.g. roast meat, before buying);goûter un petit morceau de (viande grillée, etc., avant d'acheter);2;;;;;;;;;;;;n??w??? y??n??;;;;n??m?? y??-nd??;;na?a?nd??;;;ku?j??;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
taste;taste;goût;goût;124;1;5;taste;goût;06263;;;old;;(food) have a taste;(nourriture) avoir un goût;3;li?si? sa?;da?ka?m so?;da?ka?m so?;da?ka?m so?;;dakamsa;da?ka?m sa?;da?ka?m ... jja?;;;??l y?? sa?;da?ga?m go?:;;;;da?ga?m s??;;;;da?du? ... zo?;da?ka?m jo?go?;;??la?ly??:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
taste;sweet;goût;doux;124;2;1;sweet;doux;06264;;;old;;sweet, sugary (taste);(goût) doux, sucré;1;e?tu?;??ri?-m;??ru?m;??ri?;??llu?;eru;e?ru?;e?ru?;e?ru?;e?ru?;??lu?;??:l ~ ??l??l;;;;??l??lu?;??ll??-??;??ll??;??l??:\\??l(u?)-?g??\\??l-mb??;??l;??li?-ye?\\??l-?go?;ni?:nji?;??lla? \\ ??l??la?;;de?nji?;nsi?:?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
taste;sweet;goût;doux;124;2;2;delicious;délicieux;06265;;;old;;delicious (taste);(goût) délicieux;1;e?tu?;??ri?-m;??ru?m;??ri?;??llu?;eru;e?ru?;e?ru?;e?ru?;;??lu?;??:l ~ ??l??l;;;;??l??lu?;??ll??-??;??ll??;;??l, pe?le?l (tasty);??li?-ye?\\??l-?go?;;??lla? \\ ??l??la?;;de?nji?;nsi?:?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
taste;sweet;goût;doux;124;2;3;sugary;sucré;06266;;;old;;be sugary (in taste);avoir un goût sucré;1;e?tu?-ru?\\e?tu?-ro?;e?le?-re?;e?ndi?-re?;??r??-ndi?ye?;??ll-??:-\\??ll-i?-y?;ener?e;e?ne?-r?e?;e?le?-re?;;e?ne?-r?e?;??li?-ni?\\??l-n??;??:l w?? ~ ??l??l w??;;;;??l??lu? w??;;;??l??-nd-i?: (??l??-nd-i?:-ya?-);??l??-ndi?-y??\\??l??-ndi?-ya?-li?;??la?li?-y??;;??la?ly??:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
taste;sweet;goût;doux;124;2;4;sweeten;sucrer, rendre doux;06267;;;old;;sweeten (sth), make (sth) good-tasting, make (sth) pleasant;sucrer, adoucir (goût), rendre agréable (qch);1;e?tu?-ru?-m\\e?tu?-ru?-mo?;e?le?-re?-wu?;e?ndi?re?-mi?;??r??-ndi?ye?-mi?;??ll-??:-m??\\??ll-??:-m-i?;ener?e;e?ne?-r?e?;e?li?-ri?-we?;;;??li?-ni?\\??l-n??;??l??l-??:-m??;;;;??l??-ndi?-y??-m??;;;;??l??-ndi?-y??-m??;;ni?:njo?-m(u?);??la?lya?mi?;;de?njo?-mi?;nsi?-yo?-mi?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
